value,dataset_name,description,expected_decision,mean,std,n
0.28748908490874614,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
0.3510774434487929,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.2620949874654426,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.5510582333908465,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.6619548450322714,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.8952131658717408,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.903232944434579,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.3267881747030938,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.9077167601087504,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
0.07231506495526174,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.8050977056449078,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.762716980461362,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.962812964536905,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.2813727490442597,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.4909210019384074,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.3677342671672346,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.2555943286148907,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.2105732391828417,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.1672524530484294,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.06812451165857913,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.4660801103362249,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.6775939449715014,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
0.9117572278950608,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.014155390578800997,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.2525971895392818,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
0.9180329146095869,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.062051595964439,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.3643673293225858,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
0.44090059791056513,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.4585836708892579,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.0055003441161827,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
0.6278206250685581,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.8264584843338318,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.7241679345743153,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.7717811153949827,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.8712517012271994,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.9531772650563761,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.0120848037120007,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.6250183220841468,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.0018152006019756,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.912201095485476,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.0375930496718548,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.20104063019784002,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.1068422278207248,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.738535369742459,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-0.049715225306462774,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.8655455992668695,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
-1.749387186178582,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
1.6257498133776438,uniform,"Uniform distribution [-2,2]",Reject normality,0.001138786576718438,1.1534776335744477,200
